model,layer_name,layer_key,shape,numel,official_threshold_2048_backend,valid_full_cuda_backend,fallback_reason_official,guard_status,dtype_ok,contiguous_ok,shape_supported,state_owner_stable,q8_supported,rel_l2_contribution,payload_bytes,estimated_time_ms
resnet50,layer3.1.conv2.weight,layer3.1.conv2.weight|torch.float32|256x256x3x3,256x256x3x3,589824,cuda,cuda,,pass,True,True,True,True,True,0.003072659,589824,0.281237
resnet50,layer3.1.bn2.weight,layer3.1.bn2.weight|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000004203,256,0.086118
resnet50,layer3.1.bn2.bias,layer3.1.bn2.bias|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000004218,256,0.086118
resnet50,layer3.1.conv3.weight,layer3.1.conv3.weight|torch.float32|1024x256x1x1,1024x256x1x1,262144,cuda,cuda,,pass,True,True,True,True,True,0.002161183,262144,0.124994
resnet50,layer3.1.bn3.weight,layer3.1.bn3.weight|torch.float32|1024,1024,1024,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000008153,1024,0.344471
resnet50,layer3.1.bn3.bias,layer3.1.bn3.bias|torch.float32|1024,1024,1024,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000008724,1024,0.344471
resnet50,layer3.2.conv1.weight,layer3.2.conv1.weight|torch.float32|256x1024x1x1,256x1024x1x1,262144,cuda,cuda,,pass,True,True,True,True,True,0.001902345,262144,0.124994
resnet50,layer3.2.bn1.weight,layer3.2.bn1.weight|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003552,256,0.086118
resnet50,layer3.2.bn1.bias,layer3.2.bn1.bias|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003608,256,0.086118
resnet50,layer3.2.conv2.weight,layer3.2.conv2.weight|torch.float32|256x256x3x3,256x256x3x3,589824,cuda,cuda,,pass,True,True,True,True,True,0.002863387,589824,0.281237
resnet50,layer3.2.bn2.weight,layer3.2.bn2.weight|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003619,256,0.086118
resnet50,layer3.2.bn2.bias,layer3.2.bn2.bias|torch.float32|256,256,256,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003778,256,0.086118
resnet50,layer3.2.conv3.weight,layer3.2.conv3.weight|torch.float32|1024x256x1x1,1024x256x1x1,262144,cuda,cuda,,pass,True,True,True,True,True,0.001946793,262144,0.124994
